Temperature (°C),Humidity (%),Rainfall (mm),Wind Speed (km/h),Seismic Activity (Richter scale),Air Pressure (hPa),Soil Moisture (%),River Water Level (m),CO2 Levels (ppm),Lightning Strikes (count per hour),Disaster_Risk_Level
24.127267288786133,34.44602761018668,104.2029978776528,109.90485758854206,7.974774979321647,908.2994651019812,13.247065634192657,4.8269940767499975,394.64263737687975,37,High
30.742692948967136,65.43561844421035,269.95000370618175,60.679107836080455,8.061209498399549,964.413507039146,54.69155137931242,1.5707248558559739,423.54538481235886,13,High
27.958350559263472,93.23906380704335,6.54701903264685,10.252980046493793,2.6755848385319383,1011.948932266735,54.624760013085094,7.128094716993294,391.2651847644797,16,Medium
23.736874205941255,22.715678286863906,199.13690585267673,117.56397637261608,2.0699437856691647,1071.5869827994657,8.947312281038721,14.953036491299557,478.8182738515691,18,High
33.35558684167138,75.7936213797472,289.0183302640651,42.8637486889059,3.7017357485960813,1033.385489491736,41.798408550691356,11.013810893895892,399.5738361028638,32,High
19.184815819561255,43.78792058980406,168.05045503855257,64.91503193988939,2.1647842666213384,987.0792646799503,85.3284798567202,16.33586739148695,468.3617418057638,0,High
23.764339456056547,93.95169563012243,281.04673860992756,102.81658248328523,6.051454589625333,1090.6240228788276,85.61536219946603,19.19184295218468,460.2704116540497,12,High
25.99085529881075,97.68465961322943,15.677363785807131,49.8684235723068,7.4345821609345695,1043.8490401151664,9.9237664919681,15.85324953503234,382.1009642696713,45,High
28.682099526511077,95.54131912907471,125.63799572224842,8.487848422007344,6.057829178200953,1086.03304057251,9.072088274783086,12.076061576875068,346.016898371495,26,High
38.55527884179041,57.9371373325971,78.04733728861535,56.08815705192204,7.419154025244145,1005.5175946544332,26.26954770019353,9.86683176104761,381.2164265119542,5,High
20.99021346475079,88.96341207914507,219.24628949421893,141.66728740414553,3.572929459867267,951.780854958628,87.47660625539935,0.8013817269653334,465.24347515504405,5,High
30.42703315240835,87.56395188280563,294.389127149174,96.26015959478373,1.4068527363797476,910.5653372729444,12.890258507349895,19.686439576280826,345.5265071638785,32,High
32.772437065861276,45.528037859460454,76.95901873327435,100.72187230008105,6.641558526578329,1045.2169702967701,71.99968026274462,7.66962245150085,404.88726917154986,29,High
16.393512381599933,86.3132379320542,196.25238044222235,94.84232304564598,3.244270546273985,924.2605996011068,10.116561961310321,3.044564278337336,461.21934959214946,45,Medium
33.226345557043146,22.96061077723941,59.42928982792204,29.84882084391552,6.041437427062193,960.5550256543934,62.31378537478254,13.334177107929134,370.69549502567577,34,High
20.115723710618745,67.70159027856424,169.59907637148297,62.75007961534202,2.435795477835891,1006.4941815767795,35.60672991191448,5.685765781909186,428.4419274005395,22,Medium
16.951547789558386,38.40070698301624,139.17974600650086,112.64096975449773,0.731066713260054,1012.8833175559496,78.8913962965867,11.715565418620953,349.1263148097629,9,High
43.466566117599996,29.645350862182305,291.6015988894611,15.205934632973872,8.933236159389871,1020.1166393974272,23.36904488253636,11.735358156891824,321.855889073632,18,High
43.96896099223678,26.156256130336732,182.55818180893996,41.67791641345684,1.4058135713753934,933.2510660699402,63.920182938995985,8.914596418057384,458.87684501857126,27,Medium
39.25192044349383,75.70310207025118,104.85191162604563,41.44786626987804,8.89578894567133,975.9474809643298,23.568253457588494,16.72237231090085,319.79372468174137,22,High
24.13841307520112,47.18999710144529,34.22873546638001,64.8028391391759,8.795519393098026,1023.4388454233933,71.36602831121537,5.29934123110886,354.27627901591694,3,High
17.930163420191516,77.98134172230093,45.374048620480366,147.05531114132776,7.1443629351723565,1093.963772926757,87.36780345607488,8.972651832354684,471.02188439948804,19,High
35.52699079536471,25.22850726391539,67.59507898537052,10.125382002573291,5.934806658737978,1045.5262275399377,12.680179912676003,10.75384257181943,369.29385741573344,18,Medium
28.20457481218804,45.223227026448825,75.2899984020894,77.80514915708926,5.200263452259763,1084.5207514187916,86.65956885955035,13.272494415345992,494.60906990283223,41,Medium
18.661147045343366,63.15930339002698,255.18481735234135,26.904702301831566,7.794913908400512,1052.4424116628354,59.35752544142979,15.67943701011179,495.94686695477196,26,High
29.855307303338105,83.25785318711709,168.36683648475747,145.6014818114616,2.6049556945753913,1018.34339377848,12.711049086702397,7.896145657565121,353.6552040907113,33,High
16.031655633456552,45.5002002345656,157.01727341230992,16.99552570911963,4.209130912363893,938.4046738272689,42.7541855359712,12.92093888193192,308.1956444499781,3,Medium
42.27961206236346,70.07131011496072,34.430661560765245,60.54015035423868,5.574509724298517,1033.3371303785027,16.08602934850979,3.0122190613703825,441.0126568410758,37,Medium
22.763399448000506,90.87821985889497,258.0419080048305,110.68274772519092,3.7007142828254196,1024.6759131919814,70.03478888665695,18.65296201084957,390.1973005296687,6,High
34.875668530619464,69.26905505458436,216.84429096254513,105.68316420411679,3.847378086812412,1020.4938340914533,75.88681344179497,7.66117612842007,320.15056879191525,47,High
24.35133228268233,38.6367579802907,20.300508570000474,63.409295534089836,2.9725620075187598,997.9571735976482,10.579652027279895,14.590428439528768,441.50456379560853,6,Medium
30.602040635334326,21.952062524523043,212.3505291689306,51.978625192907735,5.078086350160825,1005.7313207978551,50.613985269464436,0.40682163764355295,306.23498182238427,49,High
31.40130838029839,89.60790991207439,163.0614652027938,59.64185678293059,7.655170752136044,966.8885054236208,81.46250560259172,4.10374285809614,474.0393380984484,25,High
20.545633665765813,21.701552868030973,24.517603724033478,39.64143947379589,1.8137554020568156,1003.8625385284606,93.61630415509966,9.741650886471561,327.73050582266075,25,Medium
44.08753883293676,89.97613381473596,137.49019245859694,30.799940806019972,8.409897348780973,939.5111811356957,51.351786674177,17.56504935464693,325.46237574934503,18,High
38.253984700833435,62.31497072217696,145.4088861390141,72.4559546338335,6.201788883734067,1061.0348794720753,95.02792236114071,10.545102999013542,335.1344595937169,8,High
43.18496824692568,95.1254158810317,49.73236204898272,40.280063410141096,7.409458914120272,937.1553909397416,53.56889704560298,18.59740964587758,492.0532716984133,19,High
41.844820512829465,83.90265886189323,283.7094441000847,43.11924973458752,5.005716233670105,916.9932579778933,39.419049459990795,9.675937931655927,438.63387205076924,41,High
32.93699936433255,99.834728842667,254.9926114441986,98.51340952118356,7.015650312816572,987.2492052714315,84.82031285528954,9.808981934718998,460.2743070927273,44,High
42.6562270506935,48.05694523613681,200.7067011987325,145.28059975498383,0.1458035760552049,1031.6614879012125,49.2982710458089,2.3949357700106377,379.52699714655057,49,High
17.654775061557586,81.37506311449016,138.68866830018217,90.54558008390626,7.365423823015817,987.5433649867083,47.190251056452304,16.053124883044397,367.2625455009911,15,High
20.879485872574357,52.15447308873937,123.52966247535255,11.546920059744942,0.36124973176829867,955.3508263902618,49.03124894098283,4.93930824934125,346.896801356634,16,Medium
16.35681866731614,58.39004962431271,195.29204014528625,11.337542078110047,8.009220387265762,1011.6342367780882,84.67850018697453,17.9922497874463,396.1296056624818,21,High
24.759909922897933,70.2004370574696,163.62956082207165,142.7134831268349,8.927664725147789,969.40046708244,83.19415416880521,18.216484406607922,410.3657467068337,12,High
26.660318690684463,89.8941691349071,18.681931764565686,44.593618546100046,2.6466071595910003,1086.5735380253266,40.35199924402112,18.866202237482995,426.3549687305511,11,High
23.140470953216877,98.72667753594361,153.7507946310995,13.810047912371315,1.892867006572143,1084.5290279207145,33.3299859870525,10.4046097820618,351.4237007997389,9,Medium
39.86212527455788,81.46187310916146,241.92108516985184,89.85668807255723,6.888270274722366,1000.474363994419,49.19280240391293,13.541875695672887,489.73081618059814,0,High
25.70259980080768,53.4213425733867,137.77196327908743,93.54731674353991,2.277237068282279,965.5767988036517,57.277250973710906,15.57031760123327,333.9516996414272,31,High
23.428035290621423,53.70856018216561,15.586973266280523,97.27572301780322,7.790061448549832,1047.4264827913278,23.833721062799697,2.620292373009312,493.1306349532824,29,High
31.280882494747456,79.00658412711132,235.88345981520993,40.110304178631196,0.9255833294172904,907.3425886966133,79.39550847155907,12.019143899949945,302.9712245015008,7,High
19.22772674924288,39.10217166146418,60.40913464079232,2.266602632171255,1.1335967674142244,994.9538012087303,48.648276573242285,0.6859580260662335,396.2251383633691,20,Low
39.06590942262119,28.837929050511573,77.58625046641163,144.75230541817078,8.81236399590554,967.2646788540667,33.40455484199596,9.951321667774518,366.6735676233126,21,High
17.236519310393124,48.36977261126212,49.411906029688765,37.633956853665374,6.064550084430042,1084.107177020511,10.68209929639906,3.096853632404548,389.8246827860502,17,High
44.60660809801552,42.97911933232654,99.06451946144927,101.40394320788212,7.621985019860575,902.4006054545365,23.884516040360694,3.658458519241694,414.1329157961578,1,High
38.16734307889972,43.7046496364792,227.0254517065905,105.99448048180643,2.918964396163662,1010.5629751436699,94.92811717559837,7.30095133385203,387.1178316025418,47,High
20.961470446025174,38.688620083992795,155.8157578511812,91.50111256192285,6.08835374568544,1048.1327162133252,30.50996868195266,8.64874333433006,382.96937006031897,43,High
15.165663513708072,23.36745517090895,61.46438224521377,46.936109132047235,5.348176445777375,997.0035975048082,16.885928936703532,12.463448490643746,446.5446830826613,8,Medium
39.463842853645026,21.429914778673105,263.34902344561226,40.66443806460987,5.428351081106523,917.0806060325443,46.06727916549932,1.4885683687703133,437.1752550172929,2,High
36.205720315428515,99.01779117888252,263.87455648545875,89.65024240540546,6.142792135839494,1094.4922780055804,30.70877433602487,10.073835224748892,466.65425640716956,25,High
36.87021504122962,54.22185069886899,261.17352751380207,129.91434504175373,5.178232558161887,1003.6020862752196,3.5159250271194153,3.6525026050620224,349.9917962478991,20,High
38.13811040057837,50.74613177277453,71.63886341446178,142.01005933850934,3.8615613237239934,1022.8372488638023,32.314521727941724,11.479503500634838,421.9057019508127,29,High
17.221339552022712,74.3717826154456,135.37180325429642,15.885870660563645,2.4833042494249216,947.3219565415014,54.41086239394686,12.74809224522367,417.0389570785708,27,Medium
25.753971856328178,37.46031102920513,295.4968968422625,23.224291889657977,6.917231978218818,996.6996170213607,55.17123720199669,11.134185131057077,373.9475621745378,35,High
18.47607178575389,95.99689471601803,231.6037428929971,141.71043881746195,2.036451870028676,985.8298983916644,35.65589211768887,14.765910209566153,397.2115083805362,25,High
40.89310277626781,82.90760115324417,8.150226367667946,110.48028425021889,6.231188755389727,914.9791684003967,44.73027562526006,6.7121848848180266,362.7564286611457,33,High
33.69894380482674,27.15288018498076,19.561377378147615,132.44907372446596,2.09999540384394,921.2320707094934,96.55179182347663,15.302131832662617,328.368879523397,7,High
24.926940745579476,53.40646206279427,139.17941304369984,30.394895120301474,5.627971529590085,1067.494503923755,37.73484772303116,8.655341634163873,342.7602421325466,9,Medium
16.90675050858071,90.32946460497317,272.766061758468,88.13788066641028,6.723704404161261,947.9639904413181,25.822681325998296,9.683689966451936,321.1027292802402,47,High
24.329469651469864,95.57856178331282,161.61053938581426,105.17093916262105,1.9684250001588528,938.9916542997261,24.34670440667601,12.96204254522143,436.61391503802486,42,High
24.75549966080241,57.39212089998958,149.34375241028707,102.0167828170459,0.5394897077517745,1000.9822902500279,45.776461270413414,0.3671676799844792,432.1454786218303,49,High
36.888185350141924,69.07291113685662,31.642109986989176,61.22275363000472,1.1787636869475668,1053.7494262725027,75.9520148716944,13.079884428404966,490.1212743159746,13,Medium
34.12672414065639,33.36271568736602,197.03403141728822,2.3092337536962715,5.453972705439229,912.3893037157976,20.59881841884732,12.371702981442308,445.9356827294482,39,Medium
41.616382277289794,99.29349009095813,246.63094818006763,87.43890852063947,7.645017656031619,1015.3615839276512,70.92961271407681,6.196942335065598,310.4091677512263,14,High
29.16644775485848,38.53373611067547,114.1260022522687,37.96523087694131,0.4049713911188193,923.8420885681147,2.1149823349416286,1.7158856979897896,476.8490347857909,16,Medium
18.58782737814905,95.41854193081005,232.68355527759823,67.53813692143355,6.6073613313748165,907.2922101651237,41.8932977983946,1.8187089982608229,472.53503258914515,17,High
36.39734361668985,71.97173191938947,289.3429961702435,143.63715226257258,3.071867813550469,910.5487904324435,77.58650652027869,18.464474939704573,388.66406415453974,31,High
37.82355145850693,68.61894359030873,61.12993773830673,59.85529764636521,4.306755329275703,1066.8328216416883,33.873295577443145,13.785586424516742,417.17261010558434,37,Medium
31.83831592708489,61.015080881320685,156.9988893584224,125.97024099966401,8.35973594861009,923.5944967256123,56.37371014453995,2.542052275414808,495.2156664945038,22,High
38.12901539863683,38.45358493742069,86.14138742537266,28.28109086238767,2.987743542622609,909.0302728824583,20.49792328259108,7.134463386178127,406.4608727696333,45,Medium
29.81386789093172,34.12224256044066,237.8563257101518,100.86907470375432,4.188032405455375,987.5799774285824,74.19953911261723,11.849659878031929,481.0643656752179,22,High
30.681984881459822,37.63889672561403,173.27800976434725,146.55104316584152,0.12314173284612995,1068.798694388405,5.227910326875962,16.711434101812973,316.60775156203727,34,High
27.826230550756488,34.91506097154036,190.37472526509112,15.28396513094052,0.7343884800435453,952.4816752978604,85.25426448755003,0.8732185742601706,338.2103737417366,38,Medium
15.762573802322855,82.36675788534026,239.3742478847682,1.2479913340788018,2.327324320213056,984.3425235051833,19.819638642166815,4.732662629400178,388.15098868826357,14,High
18.236742809799132,48.01002073333841,118.79114179873646,65.03741889489216,0.25067016738966963,907.9845065127503,87.43980317083307,17.7949798059076,416.95136166746096,23,High
15.942875570602027,24.62741412507171,274.527020522113,13.89382245770508,5.682377934434259,989.8157028269752,35.25292413005173,0.1833110036763297,463.24557037256005,27,High
34.09231233791341,97.52821041126491,159.90866017384198,112.25765245143471,3.837585211214603,1015.5226161274268,72.26835744744866,4.027982055877748,497.6524230286374,15,High
24.4306794322898,90.70287079707406,47.3864468506044,137.18229957728383,4.933306824552198,1014.181410750429,31.922529778618845,19.18048351945932,377.7702992948233,15,High
30.257120734941083,94.22018265561704,208.76973545064072,65.10314590631383,1.571824673066966,966.485338434873,90.59116712346476,12.268036930443422,309.483127228017,39,High
42.22699421778279,99.59262581171483,237.97840513147634,38.80674632331614,2.6633882649295453,963.106636132627,12.663712551837436,5.233427332750129,460.23430065906496,38,High
22.47876687446625,33.91161993755898,95.028503120258,65.16049785099146,5.974420273674526,921.3247237873196,17.85197892725987,1.3398218879169521,420.87614381656164,5,Medium
27.31148769106889,51.699361512212704,257.15377709962587,108.51717267750016,8.687724512673599,973.3596641292537,49.303012515880226,0.5638268089444431,339.7085717736403,1,High
37.66653415629146,80.6590780563273,271.8429764297299,1.3581242370556468,0.4537509624198828,919.8989337745929,8.193843903814614,4.894901592738545,398.965691324284,12,High
21.863944964748676,75.68164944430337,83.07134621334268,88.41809842270457,8.013458887697395,1053.3191889424104,19.598018470176193,17.62971639177821,448.46204910674487,43,High
17.30939729486379,32.311672507188405,295.0564418145666,91.99375273310686,5.1919308118008765,1093.254859549637,94.37663822120143,8.318273085950189,454.08235741372874,46,High
23.69254358741304,85.26664999924942,42.213458414627524,95.65323703439033,5.075276100800614,1094.0148913333414,97.64896611478872,14.40666738331986,399.9236823997524,8,Medium
19.83663861762013,37.95524574693285,60.60470052074699,36.30331199713158,4.502506816869843,1073.0142198750787,37.62593293304219,18.365700707599157,361.0429060257718,33,High
42.890929570277194,37.905409185809845,55.267451771407835,107.10790850671901,0.6245467731376505,1020.1584298679238,92.32860210139357,8.160809232056332,494.74851640769873,16,High
39.24361138693251,62.957953831473084,268.1969130023611,13.70872294976646,0.808891665625446,1040.173139448776,54.48246756734317,3.825547420747941,432.6725221912986,26,High
34.002112695312704,67.43519478733626,196.28776569748857,29.890550470020123,5.4082080509317745,957.0411605360828,26.974246587376705,10.34235861713839,381.6475038692597,28,Medium
41.143817705631534,66.40689662702489,45.63128496668186,131.6205069981723,3.0686271429200245,1026.1540840345242,70.23987210805987,18.161673741197088,356.09264484093046,36,High
39.110162306973436,27.31894699182039,132.0970255105047,110.80847260898496,8.255412599199126,991.1299098879755,65.89018065748571,16.087488282754013,446.22059660071244,42,High
20.597101766581076,90.19686901043043,184.5894075209406,2.0618331017017875,3.65931483623525,996.4034679553865,98.91253191087334,1.3165968672630757,348.4366891187535,21,Medium
41.77676995469933,41.24800340709648,25.039225496814986,37.25643905547003,1.2895331283237699,1051.5553120750317,26.50472874092833,13.851456001551636,334.3419977947376,23,Medium
31.18026725746952,30.361193702624334,264.72491052220164,32.16097244897468,6.432469501518324,956.3836711194504,67.20595026617355,11.437950449179075,405.96677779241406,6,High
39.22320465492187,91.09984638951818,241.08106063246055,40.620949205545884,2.6401807929690886,963.607922338904,5.202375502944689,18.14926352692851,357.99747852882837,33,High
41.8827389977048,96.45211985838027,151.56203207299146,37.13396554198296,4.7292327662030385,1084.9283582257274,11.36460386967194,2.4496283370059446,425.781028984723,47,Medium
24.540104249155917,88.97020938123605,290.1379845777511,9.37894436142686,6.2804950695465305,911.2448589701944,0.3918374951093262,10.680722264093133,323.5877349748467,11,High
18.301557735830304,84.76128597799024,125.32829378252991,68.84107748952304,8.102377000818633,997.126859682668,99.94606810596731,17.589253870237847,430.9882209134643,22,High
21.83805487625825,72.41935845112174,295.2330957109493,109.91002121792476,7.129720753215085,1082.5601600815723,80.22736971474778,8.20047573483486,356.65930559954046,14,High
27.813233658787688,64.06858964873115,200.37599964108813,91.00975870761546,6.087249610854517,1022.0726015636315,78.67230147335408,9.63989835465734,300.04858688690257,32,High
39.54044297767479,26.958940792912813,190.40138197618245,100.93075028971197,6.116698641556292,1009.2814148424264,50.97260752881797,1.4092135533391659,325.3872115348353,12,High
40.82191749769031,52.676257045655895,49.7864685887355,12.172376780435872,8.513321796288778,949.948835845871,30.006708290543994,5.5628728089782165,486.7230755670188,22,High
15.208563915935722,49.81508136098512,264.57832749139317,142.72360652651807,2.662416877468824,968.6550978128896,15.126428446267592,6.490132983378947,473.4709278230716,37,High
30.32241907732697,40.7803027008261,128.24690637618454,125.77377507645373,0.010008847765686668,1070.4096831609386,28.467473884646367,18.902448974897737,346.72180640724736,31,High
27.52233009446337,77.87360909508679,48.670021734743806,120.7635477743494,2.4475910345837883,1011.8436263536917,37.597122192913915,5.653347210823181,455.6743809090982,44,High
21.663234314121908,59.67005880630167,3.782255992727712,123.44757075626512,1.961022416640696,1002.948438751356,75.6310096980294,9.21737470539304,421.71431863479484,49,High
18.595961020010485,26.483697272611835,167.92670509151478,139.9065762199142,5.956511266025983,919.9159427080058,53.96617889031524,13.426088471285595,494.1809422899739,34,High
25.12845514210884,37.6146561559849,158.2198866368029,81.63809491705466,5.703404397889761,903.2056312910246,7.748362655548268,3.243667448157548,374.7211319068118,0,Medium
43.287291117375574,74.66070109276768,215.80608671074756,30.042302680143884,5.341152444342514,1092.7370377374098,1.802900895891224,9.72884774283749,436.29212250343426,46,High
24.696087960622656,26.090468759224017,267.0774159053406,92.51754117788117,0.1461909888850833,975.3972334573683,10.233217953406315,14.770780789518152,312.7071444847837,44,High
30.563718652300985,88.0965531239015,23.821975392908858,111.43222405019085,6.5590024900558275,1020.6426124199008,41.049871369737936,17.33710426054132,379.2494693632812,4,High
36.090568766855334,59.611722161117946,219.44894710210872,110.68760900310382,2.9117737123694236,915.943014637457,93.31929170490183,12.525185493248534,492.7635322376361,12,High
25.90888807137882,58.44692618613184,56.22358322927467,78.21735362503202,5.98550390105968,1036.6228571446093,63.74024812092216,13.381070306338959,407.7961748900241,4,Medium
44.15346248162882,67.3926227727614,257.4531159471492,10.268807900036709,5.0092058565193796,1086.513341741192,80.18258998755151,2.525669451691379,357.5759006669689,31,High
43.87341884826334,85.97447727401193,245.71905415849682,55.666940764519175,3.0845783288511646,1015.1330505994839,46.637459450454855,18.915529944926945,324.0541926257214,20,High
22.553468874760924,47.824736632175444,162.23812649566332,138.1149912695036,1.2111864039369697,925.2230644750821,36.16660831950428,2.651481549689647,440.70566803630607,23,High
29.91745517677156,74.24129220472508,213.07283958699347,87.6673364636139,0.8497700789443285,1016.3443054946954,10.840037271662272,15.493458743635966,428.9712086859454,17,High
24.026349294503092,65.2585571196633,94.30503395512451,80.74979148835702,7.483664998010012,1053.2694426209305,87.5933022186205,5.296326435566376,374.7877427207549,20,High
23.545214831324028,41.362261613553706,141.3503696798444,40.328027157329025,8.265577878734021,981.2833073148038,78.31600290279029,18.67186287402503,490.18827037316686,9,High
16.106608420635983,90.29039890841264,246.4910693131415,55.26733798748683,5.848092420878697,1075.9675495882937,16.811809759772512,14.39919078738959,304.4405625975701,23,High
33.286930019396905,83.79408172855425,137.77955915196418,134.30191337297538,0.9309070337443504,1029.7365906714729,51.22605638762605,15.076274259567379,360.74477032636514,39,High
30.080370696865845,72.67614677267403,107.33947959763253,99.96945712902536,3.6182449519941664,1079.8497836578406,48.73748079212449,4.381183461197667,484.2138972599163,46,Medium
16.54436253749968,88.04653832753935,148.26373417508998,118.10805401284993,6.560452800946415,1024.7010622494674,62.50915526865286,8.860799532703217,364.18708766388806,20,High
23.359393927098346,89.3835360767842,248.47477573116552,68.15181346014828,7.018387956090613,926.2575944009649,94.61868939912613,12.356263891785728,350.45056677103406,24,High
42.24797657899961,76.66903813720279,100.56241421126182,94.53708291842369,1.0639676006197973,961.9383422210378,57.97714417624796,15.399472364132018,406.8440819862495,22,High
22.186856720009175,86.96106626909376,52.12847794072314,37.25754131148113,0.00027646960844174284,940.3589896504914,54.02172667786186,2.0791875182477915,464.7603499841076,21,Low
19.346846162736693,75.79771693354269,213.60420609923423,105.81912454252294,6.409233412925445,1081.7652995433725,5.032293293466394,19.247306329090566,320.62935217567224,3,High
29.68358280832689,74.41126174082403,247.79346381242453,64.1402000555006,3.209365583875851,1052.0800134574965,6.290747601802393,17.80441341109112,488.6041419291472,33,High
44.56951362331802,69.48891025721474,30.191243557059998,66.38182722221184,2.290331984564342,1035.2796737820013,18.734679132678888,5.406971809911687,459.0145762362328,5,Medium
22.261658145345013,80.2173311646113,71.96223382678342,97.39834868653224,0.11607722810572896,960.1932639263243,3.247077169174828,16.45520486064664,336.2500511103104,27,High
35.16406642217636,32.68840842344589,42.59159692829817,140.442093220339,4.8626946608534976,936.8089544100427,74.33528955700123,10.366478460796468,442.4015922396325,30,High
37.84858845986153,90.46966073591427,104.38242347464998,9.600951991293138,7.660356618833836,1051.2902175977824,72.3330303993963,9.236129631240374,376.9917445275114,34,High
22.12912631977199,89.74748221961856,135.1052936716238,123.71148560205114,8.61868481645329,994.8315891758159,13.605623443164294,6.288682116228108,380.4589356152637,38,High
36.84649045835579,22.33978264276473,224.64790108899194,43.857466561828964,5.091704555519603,945.1579104301259,83.60789007952809,11.61937173263185,456.6580184877733,41,High
26.033493981577596,86.06534004518102,195.34427546450223,66.58791817595667,4.630151949659048,1023.324395633055,15.478603484611197,14.597782354071956,492.55696159614644,22,Medium
33.96917491780738,30.309589397875616,186.27857024352934,3.286999316251343,0.7655074694031699,908.0667704276904,30.11755869973588,8.218658099255165,325.33117456943876,5,Medium
34.00589132282684,46.809508340731355,105.71248398289632,45.15691167514696,4.939855213883398,965.2340508256507,24.8976899161365,12.584383860165842,384.12604737576385,15,Medium
31.073240522242756,79.48066050332862,252.43426592542798,75.39468639451957,3.4198117106885517,993.7113989182269,37.23070985730478,13.986258423106076,396.1883216168607,1,High
17.70869310163225,32.860791683864655,141.38615021944938,8.426411602115852,5.464217527952193,929.5916668218812,25.466376588996187,14.222436340305718,375.26236339099955,23,Medium
40.05907486767714,85.43736192952497,293.73148140454634,73.66435940747478,3.4985371308889204,1096.930895518168,48.8950926438452,1.039321962623605,372.637824743245,16,High
24.623401949152075,86.57073423661936,190.24264148872106,139.0665943287641,2.1626921110533006,941.8194729179229,40.74078813546854,17.194956113701338,310.45373351231933,44,High
20.595555311995625,60.597418700866896,37.87942246935082,15.808982716170783,0.8546874770553885,926.0706260086531,98.65694907793265,9.165066295300958,437.1077241125247,0,Medium
16.223254246642917,20.510869737346688,202.8532686226302,114.66610921132565,2.834266001300062,940.7069747773793,5.592635012822567,5.248321633924289,387.24288342400905,5,High
32.72678829564725,42.96305065399302,97.53120462950969,61.450658006398896,0.8698035085897705,1053.812226631945,14.218137638735161,4.835290149593632,338.9587605287854,4,Medium
35.32693085526847,69.35415347005937,205.89815900582923,98.2760571786507,1.5920725574158554,985.1011318543685,5.282589390860249,9.66028225687901,463.2067004604137,44,High
15.497634867835684,98.49489424219388,20.892344448721722,39.035489697784406,8.886025427215912,1013.0831879505076,62.58411949823758,17.736630789379184,460.51214963032555,49,High
30.36279174897843,70.54508216133347,52.46443115278782,23.92383938120374,3.9969320121595677,904.2018313972721,5.450927741371958,7.5669516336529385,397.27832561777876,28,Medium
21.79487325593814,40.78428648513278,256.7211776717359,24.069392140683966,4.786845898545149,906.886261714663,83.64397373761233,14.994514935670866,359.6901322295521,11,High
34.35518371228349,70.72045624796891,68.15386710705447,10.573791846471698,7.862566758634938,989.1651099654032,51.19386306819278,1.936374619744372,427.6185451592905,38,High
20.23099287014974,63.198830377268436,251.112337572882,27.847005735186453,8.960120104416191,1063.3310486403248,52.70076245815337,9.521134043021235,357.6304271554806,46,High
35.72813214307398,82.3876316120915,83.78282653632313,99.63290774834525,5.244430044102134,1077.047775741513,56.15945077121942,19.833722807854713,347.2015860647424,2,High
26.602060389016124,28.558451106156674,192.8645730176123,132.2535917765262,7.312264389397545,917.341313519128,17.081370630621073,15.40875605584674,446.1029308052653,47,High
